<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TSLA.US,60,20220722,170000,276.457,280.787,275.413,278.297,10751574,0
TSLA.US,60,20220722,180000,278.272,278.702,271,274.867,9967020,0
TSLA.US,60,20220722,190000,274.863,275.707,272.907,274.733,5462742,0
TSLA.US,60,20220722,200000,274.733,274.733,272.417,273.333,4192017,0
TSLA.US,60,20220722,210000,273.333,273.497,270.713,271.497,6066831,0
TSLA.US,60,20220722,220000,271.503,273.507,270.938,272.243,8409462,0
TSLA.US,60,20220725,160000,272.217,274.147,268.383,271.366,9342156,0
TSLA.US,60,20220725,170000,271.235,273.137,269.537,271.497,7579812,0
TSLA.US,60,20220725,180000,271.437,271.697,269.8,270.82,4180779,0
TSLA.US,60,20220725,190000,270.86,271.463,269.153,270.813,3252126,0
TSLA.US,60,20220725,200000,270.88,271.457,268.843,269.033,2458653,0
TSLA.US,60,20220725,210000,269.013,270.133,268.233,268.995,3025602,0
TSLA.US,60,20220725,220000,269.008,269.367,267.4,268.433,7797228,0
TSLA.US,60,20220726,160000,266.513,267.31,262.573,263.631,7073670,0
TSLA.US,60,20220726,170000,263.59,264.597,261.537,263.372,7607325,0
TSLA.US,60,20220726,180000,263.403,263.82,256.503,256.867,7711134,0
TSLA.US,60,20220726,190000,256.917,258.5,256.263,258.37,5673402,0
TSLA.US,60,20220726,200000,258.367,259.533,257.8,258.11,3693330,0
TSLA.US,60,20220726,210000,258.095,258.867,257.69,258.365,3053265,0
TSLA.US,60,20220726,220000,258.413,259.243,257.267,258.86,6049275,0
TSLA.US,60,20220727,160000,263.81,266.317,261.79,265.333,7713540,0
TSLA.US,60,20220727,170000,265.395,270.137,264.833,269.611,9993567,0
TSLA.US,60,20220727,180000,269.667,270.33,268.39,268.903,4867410,0
TSLA.US,60,20220727,190000,268.915,271.657,268.709,269.89,4549935,0
TSLA.US,60,20220727,200000,269.823,271.16,269.13,271.057,2829009,0
TSLA.US,60,20220727,210000,271.17,275.487,268.817,274.412,10985535,0
TSLA.US,60,20220727,220000,274.417,275.926,273.59,274.82,12524769,0
TSLA.US,60,20220728,160000,280.067,283.3,275.117,276.04,11320788,0
TSLA.US,60,20220728,170000,276.18,278.32,272.8,278.243,11258094,0
TSLA.US,60,20220728,180000,278.258,281.32,277.893,279.92,8666370,0
TSLA.US,60,20220728,190000,279.933,280.133,277.37,279.043,4449534,0
TSLA.US,60,20220728,200000,279.023,280.49,278.433,280.053,3255171,0
TSLA.US,60,20220728,210000,280.103,281.997,279.807,281.702,4047351,0
TSLA.US,60,20220728,220000,281.667,281.993,280.083,280.9,6739191,0
TSLA.US,60,20220729,160000,280.7,287,279.1,285.94,9710814,0
TSLA.US,60,20220729,170000,286.023,289.133,285.41,286.957,9670791,0
TSLA.US,60,20220729,180000,286.907,288.483,286.03,287.807,5714061,0
TSLA.US,60,20220729,190000,287.757,288.52,286.813,287.54,3587502,0
TSLA.US,60,20220729,200000,287.567,289.647,286.88,289.117,4181760,0
TSLA.US,60,20220729,210000,289.107,292.883,289,292.86,6746184,0
TSLA.US,60,20220729,220000,292.869,298.32,292.507,297.157,16234056,0
TSLA.US,60,20220801,160000,301.275,311.878,298.72,308.487,15184713,0
TSLA.US,60,20220801,170000,308.403,309.827,301.993,303.318,14531643,0
TSLA.US,60,20220801,180000,303.32,305.773,300,304.77,9858717,0
TSLA.US,60,20220801,190000,304.76,305.833,300.42,300.936,5181915,0
TSLA.US,60,20220801,200000,301.087,301.243,295,297.854,8644548,0
TSLA.US,60,20220801,210000,297.843,301.587,296.897,301.073,6689097,0
TSLA.US,60,20220801,220000,301.223,301.5,296.117,297.308,7502862,0
TSLA.US,60,20220802,160000,294.003,301.153,292.667,298.92,9748845,0
TSLA.US,60,20220802,170000,298.91,306.667,294.797,305.417,13645836,0
TSLA.US,60,20220802,180000,305.307,306.218,301.937,304.771,7108860,0
TSLA.US,60,20220802,190000,304.76,307.833,302.787,306.083,6281955,0
TSLA.US,60,20220802,200000,306.049,306.993,299.508,302.607,7617507,0
TSLA.US,60,20220802,210000,302.608,305.567,301.43,303.138,6109509,0
TSLA.US,60,20220802,220000,303.153,304,300.323,300.587,7186425,0
TSLA.US,60,20220803,160000,305,309.55,303.333,305.25,10535376,0
TSLA.US,60,20220803,170000,305.05,307,301.15,304.463,10284588,0
TSLA.US,60,20220803,180000,304.59,305.483,303.333,304.757,4350588,0
TSLA.US,60,20220803,190000,304.778,309.1,303.333,307.925,6642798,0
TSLA.US,60,20220803,200000,308.017,308.367,306.07,307.458,3647739,0
TSLA.US,60,20220803,210000,307.506,309.467,306.833,308.02,4934598,0
TSLA.US,60,20220803,220000,307.985,308.757,307.297,307.397,6730476,0
TSLA.US,60,20220804,160000,311,313.607,308.883,311.698,8981217,0
TSLA.US,60,20220804,170000,311.51,313.303,306.27,308.706,10520238,0
TSLA.US,60,20220804,180000,308.702,308.91,305,307.645,6467775,0
TSLA.US,60,20220804,190000,307.677,309.23,306.433,307.387,4484826,0
TSLA.US,60,20220804,200000,307.39,308.64,307.113,307.927,2686896,0
TSLA.US,60,20220804,210000,307.87,308.163,306.34,307.5,2591280,0
TSLA.US,60,20220804,220000,307.49,309.333,306.93,308.633,6415071,0
TSLA.US,60,20220805,160000,302.67,304.607,299.003,299.553,9781893,0
TSLA.US,60,20220805,170000,299.553,304.047,298.707,299.278,9951003,0
TSLA.US,60,20220805,180000,299.243,299.57,290.747,291.463,11118747,0
TSLA.US,60,20220805,190000,291.517,293.3,289.533,292.03,8973420,0
TSLA.US,60,20220805,200000,292.03,294.767,290.023,291.17,6476169,0
TSLA.US,60,20220805,210000,291.179,291.433,286.753,287.5,6763527,0
TSLA.US,60,20220805,220000,287.5,289.33,285.545,288.17,11612322,0
TSLA.US,60,20220808,160000,295,303.367,292.75,301.27,11838084,0
TSLA.US,60,20220808,170000,301.303,305.2,299.503,303.257,10238583,0
TSLA.US,60,20220808,180000,303.333,304.223,300.02,301.588,5963676,0
TSLA.US,60,20220808,190000,301.63,302.667,296.2,297.57,6579492,0
TSLA.US,60,20220808,200000,297.612,300.667,295.343,295.772,5904159,0
TSLA.US,60,20220808,210000,295.85,296.033,289.21,290.563,7750476,0
TSLA.US,60,20220808,220000,290.63,293,289.085,290.423,9253878,0
TSLA.US,60,20220809,160000,290.293,292.397,284,284.087,9330078,0
TSLA.US,60,20220809,170000,284.097,288.17,282.743,287.363,9601470,0
TSLA.US,60,20220809,180000,287.393,287.393,281.983,282.208,6335826,0
TSLA.US,60,20220809,190000,282.167,282.626,279.353,281.267,6688074,0
TSLA.US,60,20220809,200000,281.26,284.18,281.05,283.855,5012643,0
TSLA.US,60,20220809,210000,283.855,285.619,280.603,280.664,6064155,0
TSLA.US,60,20220809,220000,280.633,283.643,280.17,283.333,8105007,0
TSLA.US,60,20220810,160000,297.067,297.51,285.677,287.673,12276735,0
TSLA.US,60,20220810,170000,287.628,290.593,283.37,289.787,12122991,0
TSLA.US,60,20220810,180000,289.887,292.297,288.34,290.696,7205178,0
TSLA.US,60,20220810,190000,290.597,291.33,288.887,290.848,4535841,0
TSLA.US,60,20220810,200000,290.863,294.42,290,293.826,5502900,0
TSLA.US,60,20220810,210000,293.818,294.657,291.38,291.647,4051011,0
TSLA.US,60,20220810,220000,291.6,294.9,291.067,294.357,7714446,0
TSLA.US,60,20220811,160000,296.513,298.237,292.03,292.733,7838379,0
TSLA.US,60,20220811,170000,292.777,295.433,290.747,292.248,9793560,0
TSLA.US,60,20220811,180000,292.308,292.748,288.073,289.585,6742860,0
TSLA.US,60,20220811,190000,289.607,291.98,288.83,290.835,3795285,0
TSLA.US,60,20220811,200000,290.722,291.647,289.404,290.017,3120045,0
TSLA.US,60,20220811,210000,290.067,290.08,286.097,287.057,4818084,0
TSLA.US,60,20220811,220000,287.055,287.383,285.833,286.813,4469565,0
TSLA.US,60,20220812,160000,289.415,289.523,285.183,287.177,6274068,0
TSLA.US,60,20220812,170000,287.05,292.72,285.033,292.572,10188441,0
TSLA.US,60,20220812,180000,292.61,295.163,292.05,293.147,7692450,0
TSLA.US,60,20220812,190000,293.212,296.097,293.1,294.833,4594944,0
TSLA.US,60,20220812,200000,294.85,296,294.127,295.546,2463198,0
TSLA.US,60,20220812,210000,295.567,299.516,295.517,298.997,6406425,0
TSLA.US,60,20220812,220000,298.977,300.16,298.36,300.03,9463518,0
TSLA.US,60,20220815,160000,301.787,306.933,301.23,305.066,10131681,0
TSLA.US,60,20220815,170000,305.093,306.57,303.223,304.468,7945314,0
TSLA.US,60,20220815,180000,304.537,309.313,303.857,308.743,7918344,0
TSLA.US,60,20220815,190000,308.8,312.663,308.35,311.69,7762914,0
TSLA.US,60,20220815,200000,311.7,313.133,308.85,311.3,6812490,0
TSLA.US,60,20220815,210000,311.267,311.743,309.453,310.792,5319897,0
TSLA.US,60,20220815,220000,310.795,312.1,308.96,309.32,7374588,0
TSLA.US,60,20220816,160000,311.667,314.667,309.344,310.677,10771263,0
TSLA.US,60,20220816,170000,310.677,311.037,302.883,305.377,12728286,0
TSLA.US,60,20220816,180000,305.36,309.967,305.287,309.237,7797915,0
TSLA.US,60,20220816,190000,309.287,310.756,306.693,307.493,5458290,0
TSLA.US,60,20220816,200000,307.539,309.43,307.4,308.163,3618534,0
TSLA.US,60,20220816,210000,308.243,311.483,305.223,306.457,7307466,0
TSLA.US,60,20220816,220000,306.446,307.453,305.003,306.563,6372414,0
TSLA.US,60,20220817,160000,303.397,305.782,301.423,304.207,6852477,0
TSLA.US,60,20220817,170000,304.14,304.487,300.033,300.797,7066668,0
TSLA.US,60,20220817,180000,300.742,304,300.742,302.073,4610346,0
TSLA.US,60,20220817,190000,302.02,305.333,301.697,304.21,3823704,0
TSLA.US,60,20220817,200000,304.345,306.363,303.52,305.55,3738963,0
TSLA.US,60,20220817,210000,305.4,309.657,304.771,307.521,7905249,0
TSLA.US,60,20220817,220000,307.517,308.583,303.25,303.997,7594488,0
TSLA.US,60,20220818,160000,306,306.133,302.703,303.333,5158449,0
TSLA.US,60,20220818,170000,303.177,306.04,301.853,305.39,5994483,0
TSLA.US,60,20220818,180000,305.393,306.5,304.417,305.317,4356762,0
TSLA.US,60,20220818,190000,305.38,305.8,302.857,303.427,3046599,0
TSLA.US,60,20220818,200000,303.427,304.967,303.407,304.002,2443296,0
TSLA.US,60,20220818,210000,304.036,304.56,302.433,303.673,2448018,0
TSLA.US,60,20220818,220000,303.657,304.107,302.34,302.87,3897465,0
TSLA.US,60,20220819,160000,299,300.36,295.19,295.55,6754371,0
TSLA.US,60,20220819,170000,295.483,296.247,293.717,294.283,7679910,0
TSLA.US,60,20220819,180000,294.327,295.65,292.5,294.5,5163507,0
TSLA.US,60,20220819,190000,294.483,296.2,293.437,295.633,3582939,0
TSLA.US,60,20220819,200000,295.621,296.053,293.783,295.298,2362380,0
TSLA.US,60,20220819,210000,295.278,297.227,294.967,296.117,3451008,0
TSLA.US,60,20220819,220000,296.073,297.367,295.674,296.667,6510354,0
TSLA.US,60,20220822,160000,291.913,292.4,287,287.137,6870585,0
TSLA.US,60,20220822,170000,287.12,289.901,286.297,287.706,6587094,0
TSLA.US,60,20220822,180000,287.623,289.64,287.303,289.317,4267875,0
TSLA.US,60,20220822,190000,289.267,290.663,288.853,290.432,3404184,0
TSLA.US,60,20220822,200000,290.37,290.6,288.153,288.607,2842272,0
TSLA.US,60,20220822,210000,288.59,290.333,288.492,289.218,2806557,0
TSLA.US,60,20220822,220000,289.273,290.13,289.057,289.913,5050725,0
TSLA.US,60,20220823,160000,291.453,292.81,287.923,291.407,6461838,0
TSLA.US,60,20220823,170000,291.363,296.887,289.94,294.368,9340851,0
TSLA.US,60,20220823,180000,294.339,296.05,293.182,294.56,5285730,0
TSLA.US,60,20220823,190000,294.63,295.797,293.5,295.687,3435762,0
TSLA.US,60,20220823,200000,295.697,298.217,295.085,297.468,4730733,0
TSLA.US,60,20220823,210000,297.467,298.827,296.74,297.872,3839277,0
TSLA.US,60,20220823,220000,297.85,298.533,295.397,296.453,5120961,0
TSLA.US,60,20220824,160000,297.563,303.13,297.017,302.908,7727580,0
TSLA.US,60,20220824,170000,302.99,303.647,300.353,301.167,6879621,0
TSLA.US,60,20220824,180000,301.225,302.597,300.707,301.367,3230439,0
TSLA.US,60,20220824,190000,301.367,302.52,299.04,299.667,3492192,0
TSLA.US,60,20220824,200000,299.662,300.553,298.447,299.244,2801421,0
TSLA.US,60,20220824,210000,299.24,300.103,296.5,298.003,3649953,0
TSLA.US,60,20220824,220000,297.937,298.453,296.667,297.097,4747215,0
TSLA.US,60,20220825,160000,302.36,302.96,293.1401,296.71,8482596,0
TSLA.US,60,20220825,170000,296.7,298.2193,294.02,294.135,7457148,0
TSLA.US,60,20220825,180000,294.2,294.98,291.6,294.2827,5630770,0
TSLA.US,60,20220825,190000,294.2544,294.6,292.86,293.5,2392237,0
TSLA.US,60,20220825,200000,293.465,295.693,292.8,293.8301,3440825,0
TSLA.US,60,20220825,210000,293.9001,294.42,291.8,292.51,2800617,0
TSLA.US,60,20220825,220000,292.5,296.15,292.08,296.07,5522595,0
TSLA.US,60,20220826,160000,297.43,298.9,295.83,298.1,4623952,0
TSLA.US,60,20220826,170000,298.0975,302,291.72,291.985,9703139,0
TSLA.US,60,20220826,180000,291.96,292.48,289.62,291.42,5628001,0
TSLA.US,60,20220826,190000,291.45,291.64,288.44,290.155,3754541,0
TSLA.US,60,20220826,200000,290.1,291.46,289.11,289.2,3006468,0
TSLA.US,60,20220826,210000,289.18,289.7999,288,289.2417,3089495,0
TSLA.US,60,20220826,220000,289.24,290.36,287.47,288.09,5529240,0
TSLA.US,60,20220829,160000,282.83,287.74,281.95,282.1,5799026,0
TSLA.US,60,20220829,170000,282.11,286.99,281.69,282.44,5578623,0
TSLA.US,60,20220829,180000,282.33,283.72,280.7,282.6474,3961724,0
TSLA.US,60,20220829,190000,282.5811,285.99,282.26,285.5572,3282748,0
TSLA.US,60,20220829,200000,285.505,287.58,285.05,286.63,2784912,0
TSLA.US,60,20220829,210000,286.6159,286.69,284.38,285.205,2258996,0
TSLA.US,60,20220829,220000,285.15,287.59,284.55,284.82,4979207,0
TSLA.US,60,20220830,160000,287.865,288.48,283.11,283.95,4364843,0
TSLA.US,60,20220830,170000,283.9492,285.4699,280.11,281.79,6384794,0
TSLA.US,60,20220830,180000,281.805,282.97,280.5,281.1965,3531294,0
TSLA.US,60,20220830,190000,281.15,282,275.34,275.58,4901735,0
TSLA.US,60,20220830,200000,275.61,276.476,272.65,275.475,5367208,0
TSLA.US,60,20220830,210000,275.419,276.53,273.4,274.3641,3393617,0
TSLA.US,60,20220830,220000,274.39,278.29,274.19,277.7,6308130,0
TSLA.US,60,20220831,160000,280.62,281.25,275.19,278.87,5526907,0
TSLA.US,60,20220831,170000,278.86,279.21,273.76,273.9676,5951098,0
TSLA.US,60,20220831,180000,273.9601,276.3,271.81,275.8,5042163,0
TSLA.US,60,20220831,190000,275.86,276.9898,274.74,275.55,2959415,0
TSLA.US,60,20220831,200000,275.5,277.5681,274.8,275.98,3105802,0
TSLA.US,60,20220831,210000,275.97,278.42,274.66,275.2402,3631053,0
TSLA.US,60,20220831,220000,275.2,278.82,274.8,275.45,4602928,0
TSLA.US,60,20220901,160000,272.575,275.84,270.8061,273.62,5229437,0
TSLA.US,60,20220901,170000,273.57,274.27,267.6,267.6708,7160252,0
TSLA.US,60,20220901,180000,267.68,269.5336,266.15,266.7945,6147283,0
TSLA.US,60,20220901,190000,266.7919,268.89,266.73,268.04,3571187,0
TSLA.US,60,20220901,200000,268.04,270.5,267.96,269.515,3517118,0
TSLA.US,60,20220901,210000,269.52,275,269.08,273.67,4960020,0
TSLA.US,60,20220901,220000,273.682,277.58,272.96,277.16,6806078,0
TSLA.US,60,20220902,160000,281.065,282.35,275.3,275.56,5021145,0
TSLA.US,60,20220902,170000,275.44,280.35,274.28,276.4352,6836795,0
TSLA.US,60,20220902,180000,276.43,278.2,275.37,277.61,4068769,0
TSLA.US,60,20220902,190000,277.6401,278.07,271.34,272.5,4472361,0
TSLA.US,60,20220902,200000,272.42,273.33,270.06,270.63,4524485,0
TSLA.US,60,20220902,210000,270.66,271.74,269.4901,270.1,3146583,0
TSLA.US,60,20220902,220000,270.04,271.42,269.08,270.21,6218856,0
TSLA.US,60,20220906,160000,272.675,273.1828,268.5,269.1301,5867063,0
TSLA.US,60,20220906,170000,269.3299,271.52,265.74,270.49,7243547,0
TSLA.US,60,20220906,180000,270.5,275.31,269.3486,274.9001,6060393,0
TSLA.US,60,20220906,190000,274.95,275.99,272.3976,273.65,4399502,0
TSLA.US,60,20220906,200000,273.72,273.7725,271.34,272.65,3325040,0
TSLA.US,60,20220906,210000,272.66,275.44,272.4501,274.15,3819543,0
TSLA.US,60,20220906,220000,274.18,275.95,272.93,274.48,5597662,0
TSLA.US,60,20220907,160000,273.1,280.6644,272.27,278.75,6344257,0
TSLA.US,60,20220907,170000,278.74,280,276.8,278.365,6092075,0
TSLA.US,60,20220907,180000,278.39,280.98,277.6316,279.88,4391691,0
TSLA.US,60,20220907,190000,279.94,280.45,276.9,278.96,3207712,0
TSLA.US,60,20220907,200000,278.9494,280.15,278.72,279.66,2737152,0
TSLA.US,60,20220907,210000,279.62,282.94,279.44,282.5575,4183075,0
TSLA.US,60,20220907,220000,282.58,283.84,282.27,283.7,7084944,0
TSLA.US,60,20220908,160000,281.3,287.07,279.76,285.2901,6007595,0
TSLA.US,60,20220908,170000,285.33,287.79,283.8,287.745,6971607,0
TSLA.US,60,20220908,180000,287.73,288.6,286.32,286.91,4451483,0
TSLA.US,60,20220908,190000,286.94,287.1455,282.52,285.45,6142569,0
TSLA.US,60,20220908,200000,285.45,287.35,284.3138,286.64,4228734,0
TSLA.US,60,20220908,210000,286.65,288.07,286.15,287.7399,3781846,0
TSLA.US,60,20220908,220000,287.7,289.5,286.73,289.28,5063868,0
TSLA.US,60,20220909,160000,291.67,296.57,291.245,296.35,7972377,0
TSLA.US,60,20220909,170000,296.365,298.25,295.06,297.9615,8581890,0
TSLA.US,60,20220909,180000,297.97,298.87,297.31,298.15,4387140,0
TSLA.US,60,20220909,190000,298.18,298.43,296.66,298.34,3537720,0
TSLA.US,60,20220909,200000,298.4,299.49,297.84,299.13,3657436,0
TSLA.US,60,20220909,210000,299.129,299.49,298.28,298.905,3041555,0
TSLA.US,60,20220909,220000,298.88,299.85,298.62,299.68,6998621,0
TSLA.US,60,20220912,160000,300.72,305.29,300.4,304.535,7315661,0
TSLA.US,60,20220912,170000,304.55,305.49,302.9,303.45,7304611,0
TSLA.US,60,20220912,180000,303.46,303.89,301.63,302.12,4135375,0
TSLA.US,60,20220912,190000,302.12,304.072,301.12,304,3604985,0
TSLA.US,60,20220912,200000,304.0284,304.62,303.4,303.83,2789285,0
TSLA.US,60,20220912,210000,303.84,303.95,302.15,303.68,2861873,0
TSLA.US,60,20220912,220000,303.68,304.69,303.31,304.42,5264443,0
TSLA.US,60,20220913,160000,292.8,297.3999,292.0673,295.5999,7877743,0
TSLA.US,60,20220913,170000,295.41,296.95,293.01,293.68,7132666,0
TSLA.US,60,20220913,180000,293.51,293.99,290.4,291.0251,5661455,0
TSLA.US,60,20220913,190000,290.915,293.28,290.68,292.2883,3769166,0
TSLA.US,60,20220913,200000,292.26,295.5,291.76,294.87,5264275,0
TSLA.US,60,20220913,210000,294.82,295.98,293,294.2,5114051,0
TSLA.US,60,20220913,220000,294.12,294.99,291.41,292.14,8294620,0
TSLA.US,60,20220914,160000,292.13,299.16,291.64,299.15,8100523,0
TSLA.US,60,20220914,170000,299.15,303.6,296.5,302.6601,12659239,0
TSLA.US,60,20220914,180000,302.66,306,301.7,303.71,7378037,0
TSLA.US,60,20220914,190000,303.75,305.78,303.23,303.81,5007318,0
TSLA.US,60,20220914,200000,303.83,304.33,299.71,300.33,4563464,0
TSLA.US,60,20220914,210000,300.3,302.0452,298.78,300.3461,4286932,0
TSLA.US,60,20220914,220000,300.345,303,298.7155,302.71,7081407,0
TSLA.US,60,20220915,160000,301.825,306.63,300.7247,306.0415,7893549,0
TSLA.US,60,20220915,170000,306.05,309.12,301.08,301.6884,10390541,0
TSLA.US,60,20220915,180000,301.67,306.15,301.4,304.3613,6407832,0
TSLA.US,60,20220915,190000,304.33,305.99,302.9,305.5395,4703431,0
TSLA.US,60,20220915,200000,305.57,307.92,305.55,307.03,4644288,0
TSLA.US,60,20220915,210000,307.0656,307.11,305.1,305.7892,3338576,0
TSLA.US,60,20220915,220000,305.825,307,302.2504,303.75,7939192,0
TSLA.US,60,20220916,160000,299.605,300.6,296.17,296.97,8755296,0
TSLA.US,60,20220916,170000,297,298.98,295.6005,296.78,9206493,0
TSLA.US,60,20220916,180000,296.83,299.72,296.58,299.3789,5084364,0
TSLA.US,60,20220916,190000,299.3401,300.8899,298.0711,300.16,4182632,0
TSLA.US,60,20220916,200000,300.14,300.36,298.45,299.6499,3204087,0
TSLA.US,60,20220916,210000,299.6599,302,299.48,301.87,4259427,0
TSLA.US,60,20220916,220000,301.86,303.71,300.68,303.35,29937646,0
TSLA.US,60,20220919,160000,300.09,305.6,297.8,305.12,7178299,0
TSLA.US,60,20220919,170000,305.115,308.59,303.1501,307.7287,9311769,0
TSLA.US,60,20220919,180000,307.715,309.84,306.43,306.55,7142796,0
TSLA.US,60,20220919,190000,306.49,307.82,305.44,307.428,4153508,0
TSLA.US,60,20220919,200000,307.43,307.5987,304.92,306.48,3627543,0
TSLA.US,60,20220919,210000,306.51,307.05,305.19,306.775,3068982,0
TSLA.US,60,20220919,220000,306.77,309.2,306.7001,309.07,7849193,0
TSLA.US,60,20220920,160000,306.91,309.3591,305.58,307.68,6484475,0
TSLA.US,60,20220920,170000,307.67,311.84,306.12,311.24,8937412,0
TSLA.US,60,20220920,180000,311.205,313.33,310.77,313.1282,6759639,0
TSLA.US,60,20220920,190000,313.08,313.18,310.9101,311.94,4045245,0
TSLA.US,60,20220920,200000,311.91,312.0443,305.85,306.59,6028633,0
TSLA.US,60,20220920,210000,306.58,309.59,306.3,309.18,5291689,0
TSLA.US,60,20220920,220000,309.2,310.32,308.05,308.73,7056013,0
TSLA.US,60,20220921,160000,308.29,310.48,307.32,307.83,5663946,0
TSLA.US,60,20220921,170000,307.8,308.68,306.26,306.81,4962765,0
TSLA.US,60,20220921,180000,306.77,309.0799,306.53,308.5384,3654258,0
TSLA.US,60,20220921,190000,308.55,309.98,307.5516,308.6363,3200641,0
TSLA.US,60,20220921,200000,308.61,309.9,307.89,309.495,2875262,0
TSLA.US,60,20220921,210000,309.5,313.8,303.23,312.65,12669162,0
TSLA.US,60,20220921,220000,312.6022,313.22,300.63,300.8,11103282,0
TSLA.US,60,20220922,160000,299.86,301.29,294.4112,295.77,7158046,0
TSLA.US,60,20220922,170000,295.77,296.56,288.56,288.96,9942637,0
TSLA.US,60,20220922,180000,288.93,292.89,287.72,291.48,8067031,0
TSLA.US,60,20220922,190000,291.465,292.6,290.19,291.3,4633903,0
TSLA.US,60,20220922,200000,291.29,291.54,289.1,289.81,3956089,0
TSLA.US,60,20220922,210000,289.8,290.3,285.82,288.5,6214723,0
TSLA.US,60,20220922,220000,288.5,291.53,287.9225,288.59,8035556,0
TSLA.US,60,20220923,160000,283.09,284.5,274.77,275.3909,9420333,0
TSLA.US,60,20220923,170000,275.4,278.44,275.2,276.245,7449734,0
TSLA.US,60,20220923,180000,276.25,279.3399,275.57,277.72,4905582,0
TSLA.US,60,20220923,190000,277.68,278.13,274.61,276.163,4263567,0
TSLA.US,60,20220923,200000,276.2,277.05,274.8,275.845,3666277,0
TSLA.US,60,20220923,210000,275.8547,276.35,272.82,273.04,4338184,0
TSLA.US,60,20220923,220000,273.04,276.05,272.9,275.33,8162381,0
TSLA.US,60,20220926,160000,271.83,280.8,270.31,280.68,8259500,0
TSLA.US,60,20220926,170000,280.68,284.09,279.44,280.4441,8737164,0
TSLA.US,60,20220926,180000,280.49,281.04,277.1101,279.1777,4642754,0
TSLA.US,60,20220926,190000,279.22,279.27,275.75,278.2287,3371712,0
TSLA.US,60,20220926,200000,278.2824,278.44,276.02,276.9705,2937372,0
TSLA.US,60,20220926,210000,276.97,280.3999,276.697,279.705,3889046,0
TSLA.US,60,20220926,220000,279.6601,280.52,275.77,276.01,6405375,0
TSLA.US,60,20220927,160000,283.84,288.29,283.27,287.3703,7545746,0
TSLA.US,60,20220927,170000,287.47,288.67,284.6,288.25,7881927,0
TSLA.US,60,20220927,180000,288.3,288.66,282.15,282.1856,5905770,0
TSLA.US,60,20220927,190000,282.2,282.2,278.24,280.41,6124741,0
TSLA.US,60,20220927,200000,280.405,280.44,277.51,278.9,3433654,0
TSLA.US,60,20220927,210000,278.88,282,278.15,281.66,4645330,0
TSLA.US,60,20220927,220000,281.6717,283.76,280.4,282.94,7690626,0
TSLA.US,60,20220928,160000,283.08,283.14,277.57,280.24,5846698,0
TSLA.US,60,20220928,170000,280.35,283.6,278.5,281.19,6930374,0
TSLA.US,60,20220928,180000,281.24,285.555,280.8,284.4501,5229640,0
TSLA.US,60,20220928,190000,284.45,284.51,282.12,282.82,3172005,0
TSLA.US,60,20220928,200000,282.89,284.6,282.33,283.03,2639713,0
TSLA.US,60,20220928,210000,283,285.4563,282.73,285.0539,3432143,0
TSLA.US,60,20220928,220000,285.079,289,284.94,287.81,9582127,0
TSLA.US,60,20220929,160000,282.76,283.65,275.3,275.9089,6970415,0
TSLA.US,60,20220929,170000,275.93,276.425,269.0208,273.08,12012063,0
TSLA.US,60,20220929,180000,273.0927,274.48,271.63,272.96,6440086,0
TSLA.US,60,20220929,190000,272.98,273.0922,268.9101,269.3,5825938,0
TSLA.US,60,20220929,200000,269.32,269.35,266.5703,266.8645,6434913,0
TSLA.US,60,20220929,210000,266.89,268.33,266.01,266.03,5871248,0
TSLA.US,60,20220929,220000,266.0225,269.4,265.78,268.21,10157420,0
TSLA.US,60,20220930,160000,266.145,271.4293,262.47,268.93,8959929,0
TSLA.US,60,20220930,170000,268.96,273.725,267.62,272.5264,8441377,0
TSLA.US,60,20220930,180000,272.57,275.57,270.19,270.7,6881344,0
TSLA.US,60,20220930,190000,270.69,272.467,269.13,271.23,4473810,0
TSLA.US,60,20220930,200000,271.17,271.57,266.92,267.48,4171574,0
TSLA.US,60,20220930,210000,267.46,268.9447,266,266.53,3635874,0
TSLA.US,60,20220930,220000,266.56,269.15,265,265.25,9746263,0
